date,close
2014-04-14,451.05736
2014-04-15,535.11388
2014-04-16,523.53017
2014-04-17,503.84789
2014-04-18,485.37368
2014-04-19,504.49054
2014-04-20,504.73422
2014-04-21,496.41683
2014-04-22,489.72443
2014-04-23,495.61699
2014-04-24,503.48132
2014-04-25,471.43037
2014-04-26,463.70172
2014-04-27,435.0
2014-04-28,444.09466
2014-04-29,445.67967
2014-04-30,448.34318
2014-05-01,459.32469
2014-05-02,455.16381
2014-05-03,441.03514
2014-05-04,441.99999
2014-05-05,429.18
2014-05-06,431.86952
2014-05-07,441.88615
2014-05-08,448.26174
2014-05-09,450.62503
2014-05-10,454.98804
2014-05-11,441.49669
2014-05-12,440.81786
2014-05-13,440.779
2014-05-14,445.52
2014-05-15,449.58704
2014-05-16,453.83236
2014-05-17,453.83236
2014-05-18,445.56
2014-05-20,493.42751
2014-05-21,494.77454
2014-05-22,530.0
2014-05-23,521.46849
2014-05-24,529.99999
2014-05-25,574.04983
2014-05-26,583.19989
2014-05-27,575.53537
2014-05-28,575.83232
2014-05-29,570.4918
2014-05-30,616.0802
2014-05-31,629.0355
2014-06-01,628.96746
2014-06-02,660.0
2014-06-03,671.42938
2014-06-04,650.47674
2014-06-05,657.01
2014-06-06,653.40267
2014-06-07,659.8
2014-06-08,656.43773
2014-06-09,643.43801
2014-06-10,646.88986
2014-06-11,617.99453
2014-06-12,571.13506
2014-06-13,589.68386
2014-06-14,565.181
2014-06-15,595.38177
2014-06-16,597.137
2014-06-17,608.974
2014-06-18,605.88912
2014-06-19,595.93062
2014-06-20,593.90308
2014-06-21,590.5874
2014-06-22,596.23865
2014-06-23,584.42153
2014-06-24,586.15372
2014-06-25,564.425
2014-06-26,575.93045
2014-06-27,597.69266
2014-06-28,590.21281
2014-06-29,589.76385
2014-06-30,637.0
2014-07-01,640.0
2014-07-02,646.57973
2014-07-03,647.52335
2014-07-04,635.25253
2014-07-05,628.98732
2014-07-06,629.09801
2014-07-07,625.98859
2014-07-08,617.03703
2014-07-09,627.89636
2014-07-10,614.47299
2014-07-11,629.4561
2014-07-12,639.38158
2014-07-13,626.50085
2014-07-14,626.23343
2014-07-15,620.02698
2014-07-16,625.22399
2014-07-17,624.97989
2014-07-18,625.999
2014-07-19,630.0
2014-07-20,619.0
2014-07-21,629.76875
2014-07-22,618.68818
2014-07-23,618.62146
2014-07-24,605.63646
2014-07-25,596.08217
2014-07-26,600.0
2014-07-27,600.0
2014-07-28,591.90124
2014-07-29,583.20902
2014-07-30,566.75121
2014-07-31,590.1668
2014-08-01,596.4
2014-08-02,590.4867
2014-08-03,578.85629
2014-08-04,596.24532
2014-08-05,579.00019
2014-08-07,580.58354
2014-08-08,590.0
2014-08-09,590.0
2014-08-10,583.24163
2014-08-11,572.76593
2014-08-12,579.99771
2014-08-13,535.08056
2014-08-14,523.75872
2014-08-15,529.99999
2014-08-16,503.52
2014-08-17,500.0
2014-08-18,455.0
2014-08-19,474.02001
2014-08-20,530.0
2014-08-21,505.0
2014-08-22,529.95385
2014-08-23,524.99999
2014-08-24,524.87999
2014-08-25,516.11742
2014-08-27,524.85358
2014-08-28,495.08275
2014-08-29,524.87543
2014-08-30,524.26603
2014-08-31,509.98296
2014-09-01,490.01
2014-09-02,524.76939
2014-09-04,475.00651
2014-09-06,524.77
2014-09-07,480.00001
2014-09-08,488.76711
2014-09-09,475.0
2014-09-10,475.00001
2014-09-11,475.0
2014-09-13,474.77
2014-09-14,490.0
2014-09-15,465.00781
2014-09-16,465.00001
2014-09-17,445.00001
2014-09-18,503.18147
2014-09-19,375.93621
2014-09-20,385.00001
2014-09-21,385.01001
2014-09-22,404.82901
2014-09-23,420.01001
2014-09-24,433.15178
2014-09-25,397.0
2014-09-28,390.0
2014-09-29,370.94491
2014-09-30,380.02001
2014-10-01,390.0
2014-10-02,370.11002
2014-10-03,355.0
2014-10-04,322.11186
2014-10-05,330.0
2014-10-06,349.84513
2014-10-07,341.70602
2014-10-08,370.0
2014-10-09,370.19002
2014-10-10,355.5917
2014-10-11,357.17874
2014-10-12,379.97
2014-10-13,400.0
2014-10-14,411.25545
2014-10-15,400.30913
2014-10-16,389.14365
2014-10-17,381.0105
2014-10-18,395.79193
2014-10-20,391.24176
2014-10-21,391.58111
2014-10-22,388.70532
2014-10-23,368.63955
2014-10-24,373.34819
2014-10-25,359.51172
2014-10-26,362.5
2014-10-27,364.3
2014-10-28,365.12521
2014-10-29,335.06565
2014-10-30,346.02084
2014-10-31,347.95
2014-11-01,320.00001
2014-11-02,323.93959
2014-11-03,325.0
2014-11-04,325.0
2014-11-05,328.20467
2014-11-06,348.0
2014-11-07,347.07869
2014-11-08,349.99681
2014-11-09,350.0
2014-11-10,355.0
2014-11-11,371.69669
2014-11-12,423.48202
2014-11-13,415.00001
2014-11-14,395.0
2014-11-15,379.99
2014-11-16,380.0
2014-11-17,400.0
2014-11-18,375.02445
2014-11-19,389.99799
2014-11-20,354.38194
2014-11-21,360.0
2014-11-22,369.99999
2014-11-23,370.0
2014-11-24,372.00001
2014-11-25,376.0
2014-11-26,372.87268
2014-11-27,376.90071
2014-11-28,387.0
2014-11-29,379.08519
2014-11-30,386.31957
2014-12-01,374.02594
2014-12-02,375.0971
2014-12-03,380.0
2014-12-04,379.74829
2014-12-05,375.18589
2014-12-06,374.0
2014-12-07,373.07
2014-12-08,375.99888
2014-12-09,345.48514
2014-12-10,345.55613
2014-12-11,372.12219
2014-12-12,360.0
2014-12-13,352.0
2014-12-14,350.0
2014-12-15,342.0358
2014-12-16,330.09
2014-12-17,329.99159
2014-12-18,311.00761
2014-12-19,349.9843
2014-12-20,330.99999
2014-12-21,325.01
2014-12-22,327.06197
2014-12-23,338.74738
2014-12-24,320.38037
2014-12-26,320.47921
2014-12-27,319.0
2014-12-28,313.01017
2014-12-29,314.76001
2014-12-30,313.0
2014-12-31,319.1378
2015-01-01,324.99703
2015-01-02,315.30403
2015-01-03,281.50556
2015-01-04,265.86907
2015-01-05,274.47008
2015-01-06,281.15113
2015-01-07,299.99973
2015-01-08,283.52532
2015-01-09,299.98516
2015-01-10,277.78
2015-01-11,265.0
2015-01-12,265.05737
2015-01-13,216.00001
2015-01-14,175.0
2015-01-15,218.9994
2015-01-16,213.36243
2015-01-17,200.0
2015-01-18,219.9754
2015-01-19,211.01
2015-01-20,219.81882
2015-01-21,224.485
2015-01-22,228.02561
2015-01-23,228.04286
2015-01-24,248.3225
2015-01-25,257.06
2015-01-26,270.0
2015-01-27,250.84686
2015-01-28,247.99527
2015-01-29,231.82976
2015-01-30,220.00103
2015-01-31,216.68998
2015-02-01,239.98261
2015-02-02,228.0
2015-02-03,235.45066
2015-02-04,228.89529
2015-02-05,217.0
2015-02-06,221.9156
2015-02-07,229.65995
2015-02-08,229.2314
2015-02-09,221.2
2015-02-10,215.01
2015-02-11,207.2
2015-02-12,223.99999
2015-02-13,232.80282
2015-02-14,250.0
2015-02-15,235.2728
2015-02-16,250.65756
2015-02-17,249.98294
2015-02-18,236.00001
2015-02-19,240.1
2015-02-20,240.09028
2015-02-21,240.12031
2015-02-22,235.0
2015-02-23,236.1201
2015-02-24,238.0
2015-02-25,237.01552
2015-02-26,239.63507
2015-02-27,247.05224
2015-02-28,250.11
2015-03-01,249.89344
2015-03-02,271.36702
2015-03-03,276.45248
2015-03-04,274.79073
2015-03-05,272.19753
2015-03-06,260.00005
2015-03-07,269.93423
2015-03-08,270.07622
2015-03-09,296.99983
2015-03-10,291.0
2015-03-11,295.6975
2015-03-12,290.27606
2015-03-13,286.99089
2015-03-14,282.32767
2015-03-15,288.0
2015-03-16,294.44197
2015-03-17,288.1992
2015-03-18,257.47999
2015-03-19,255.00001
2015-03-20,272.48632
2015-03-21,259.68252
2015-03-22,271.34
2015-03-23,266.57785
2015-03-24,247.0
2015-03-25,250.97809
2015-03-26,251.8985
2015-03-27,252.0
2015-03-28,252.5
2015-03-29,243.58836
2015-03-30,268.99959
2015-03-31,244.42198
2015-04-01,242.97551
2015-04-02,253.0
2015-04-03,252.89904
2015-04-04,249.55506
2015-04-05,259.99476
2015-04-06,254.41999
2015-04-07,248.84735
2015-04-08,249.45692
2015-04-09,249.26784
2015-04-10,242.49256
2015-04-11,232.5832
2015-04-12,239.99978
2015-04-13,227.93527
2015-04-14,221.97962
2015-04-15,220.10885
2015-04-16,233.59987
2015-04-17,223.00599
2015-04-18,222.02479
2015-04-19,226.78856
2015-04-20,224.3875
2015-04-21,234.55422
2015-04-22,233.27
2015-04-23,235.20829
2015-04-24,230.9625
2015-04-25,227.49
2015-04-26,220.1475
2015-04-27,228.26001
2015-04-28,229.94526
2015-04-29,226.0
2015-04-30,237.3075
2015-05-01,231.2625
2015-05-02,234.14507
2015-05-03,240.36019
2015-05-04,236.915
2015-05-05,235.5925
2015-05-06,227.355
2015-05-07,236.57249
2015-05-08,240.51051
2015-05-09,241.74408
2015-05-10,239.24004
2015-05-11,241.85502
2015-05-12,241.22251
2015-05-13,235.09016
2015-05-14,236.47
2015-05-15,238.97589
2015-05-16,237.34752
2015-05-17,235.8575
2015-05-18,233.32992
2015-05-19,232.78497
2015-05-20,234.80351
2015-05-21,236.0875
2015-05-22,237.59
2015-05-23,237.39019
2015-05-24,239.77001
2015-05-25,236.18998
2015-05-26,236.01749
2015-05-27,235.29999
2015-05-28,235.83266
2015-05-29,234.91168
2015-05-30,232.81331
2015-05-31,227.58963
2015-06-01,227.46908
2015-06-02,229.49735
2015-06-03,227.0
2015-06-04,223.15499
2015-06-05,225.00497
2015-06-06,223.70128
2015-06-07,224.34529
2015-06-08,229.02749
2015-06-09,230.91728
2015-06-10,227.26254
2015-06-11,228.9225
2015-06-12,229.44253
2015-06-13,231.0402
2015-06-14,232.145
2015-06-15,235.53501
2015-06-16,249.7075
2015-06-17,245.025
2015-06-18,247.5
2015-06-19,245.5
2015-06-20,243.85281
2015-06-21,241.0
2015-06-22,248.08457
2015-06-23,243.7221
2015-06-24,241.67089
2015-06-25,242.03894
2015-06-26,242.0
2015-06-27,251.9275
2015-06-28,248.5
2015-06-29,268.4679
2015-06-30,263.1766
2015-07-01,258.1036
2015-07-02,254.73617
2015-07-03,255.46944
2015-07-04,261.999
2015-07-05,271.14397
2015-07-06,274.5894
2015-07-07,265.36
2015-07-08,270.04031
2015-07-09,271.99975
2015-07-10,284.54
2015-07-11,293.59999
2015-07-12,310.7575
2015-07-13,290.181
2015-07-14,288.70809
2015-07-15,285.83994
2015-07-16,276.85939
2015-07-17,280.38
2015-07-18,278.01
2015-07-19,275.54
2015-07-20,277.56408
2015-07-21,277.48
2015-07-22,276.975
2015-07-23,276.89
2015-07-24,289.26089
2015-07-25,288.91613
2015-07-26,291.28494
2015-07-27,296.10159
2015-07-28,293.56002
2015-07-29,291.61259
2015-07-30,288.0
2015-07-31,293.47977
2015-08-01,283.2674
2015-08-02,283.8413
2015-08-03,283.87017
2015-08-04,287.67861
2015-08-05,281.00001
2015-08-06,278.66964
2015-08-07,280.85541
2015-08-08,264.2
2015-08-09,269.76927
2015-08-10,266.84753
2015-08-11,270.0
2015-08-12,267.0254
2015-08-13,265.19999
2015-08-14,268.0
2015-08-15,265.22
2015-08-16,260.41942
2015-08-17,258.6391
2015-08-18,223.00277
2015-08-19,230.084
2015-08-20,236.8741
2015-08-21,234.28494
2015-08-22,231.99031
2015-08-23,228.13041
2015-08-24,212.70097
2015-08-25,224.49439
2015-08-26,226.38149
2015-08-27,226.011
2015-08-28,232.6416
2015-08-29,230.77732
2015-08-30,228.95377
2015-08-31,230.92
2015-09-01,229.49
2015-09-02,230.04
2015-09-03,226.9388
2015-09-04,231.01
2015-09-05,236.3209
2015-09-06,241.98999
2015-09-07,241.07
2015-09-08,243.2677
2015-09-09,239.01
2015-09-10,238.1631
2015-09-11,242.11885
2015-09-12,235.78
2015-09-13,230.0
2015-09-14,230.6536
2015-09-15,230.79412
2015-09-16,229.08477
2015-09-17,233.37
2015-09-18,232.8278
2015-09-19,231.61
2015-09-20,231.44
2015-09-21,227.171
2015-09-22,228.6
2015-09-23,230.24
2015-09-24,231.7824
2015-09-25,236.0
2015-09-26,233.49
2015-09-27,230.62
2015-09-28,238.488
2015-09-29,238.01963
2015-09-30,236.0
2015-10-01,237.8
2015-10-02,236.42883
2015-10-03,238.8
2015-10-04,238.96704
2015-10-05,239.48001
2015-10-06,244.53
2015-10-07,241.21889
2015-10-08,242.7
2015-10-09,241.74515
2015-10-10,245.64004
2015-10-11,245.11008
2015-10-12,245.61063
2015-10-13,249.0
2015-10-14,253.638
2015-10-15,253.5587
2015-10-16,258.0
2015-10-17,270.0
2015-10-18,251.0
2015-10-19,264.06003
2015-10-20,270.0
2015-10-21,266.59313
2015-10-22,274.19999
2015-10-23,276.6418
2015-10-24,283.37508
2015-10-25,282.44
2015-10-26,285.25
2015-10-27,292.5071
2015-10-28,298.0
2015-10-29,312.11121
2015-10-30,325.0
2015-10-31,306.1304
2015-11-01,320.0
2015-11-02,358.16998
2015-11-03,397.76999
2015-11-04,408.96258
2015-11-05,380.0
2015-11-06,362.06
2015-11-07,383.89
2015-11-08,371.7638
2015-11-09,367.0
2015-11-10,338.0
2015-11-11,304.80001
2015-11-12,336.0
2015-11-13,336.9484
2015-11-14,329.7431
2015-11-15,315.00001
2015-11-16,321.90688
2015-11-17,330.0
2015-11-18,326.50003
2015-11-19,326.25999
2015-11-20,317.21
2015-11-21,322.8
2015-11-22,322.85
2015-11-23,322.68425
2015-11-24,323.48
2015-11-25,329.69
2015-11-26,350.55
2015-11-27,360.0
2015-11-28,356.49998
2015-11-29,370.39
2015-11-30,378.49993
2015-12-01,361.582
2015-12-02,358.69
2015-12-03,361.298
2015-12-04,364.93447
2015-12-05,387.65
2015-12-06,387.6548
2015-12-07,395.3
2015-12-08,415.0
2015-12-09,416.33
2015-12-10,416.0
2015-12-11,443.119
2015-12-12,431.0
2015-12-13,432.0
2015-12-14,442.0
2015-12-15,464.98
2015-12-16,453.6486
2015-12-17,451.03435
2015-12-18,464.97099
2015-12-19,458.01
2015-12-20,441.22
2015-12-21,441.74999
2015-12-22,437.69
2015-12-23,444.83
2015-12-24,452.71225
2015-12-25,457.83999
2015-12-26,417.47
2015-12-27,427.29
2015-12-28,424.3
2015-12-29,430.95
2015-12-30,424.30871
2015-12-31,431.31
2016-01-01,431.50531
2016-01-02,434.98
2016-01-03,426.57001
2016-01-04,431.08415
2016-01-05,431.32
2016-01-06,429.99
2016-01-07,457.88354
2016-01-08,455.22
2016-01-09,451.38
2016-01-10,449.13
2016-01-11,452.23059
2016-01-12,440.0
2016-01-13,433.9817
2016-01-14,430.57505
2016-01-15,364.49
2016-01-16,390.328
2016-01-17,381.95022
2016-01-18,390.1
2016-01-19,381.10022
2016-01-20,419.0501
2016-01-21,412.31
2016-01-22,383.25
2016-01-23,385.80986
2016-01-24,400.68011
2016-01-25,394.01
2016-01-26,395.95
2016-01-27,395.35535
2016-01-28,380.0
2016-01-29,379.91559
2016-01-30,378.0001
2016-01-31,369.18991
2016-02-01,372.19
2016-02-02,373.4899
2016-02-03,368.14
2016-02-04,389.71
2016-02-05,387.22
2016-02-06,375.7
2016-02-07,372.1236
2016-02-08,373.47
2016-02-09,374.44476
2016-02-10,380.00001
2016-02-11,377.76
2016-02-12,380.91
2016-02-13,390.0
2016-02-14,404.75079
2016-02-15,392.00087
2016-02-16,405.5
2016-02-17,413.86
2016-02-18,421.17
2016-02-19,417.5813
2016-02-20,435.0
2016-02-21,433.389
2016-02-22,433.5111
2016-02-23,417.47006
2016-02-24,423.20278
2016-02-25,421.85
2016-02-26,433.0
2016-02-27,432.92
2016-02-28,430.77929
2016-02-29,438.24
2016-03-01,431.48
2016-03-02,421.17
2016-03-03,419.621
2016-03-04,406.67
2016-03-05,393.161
2016-03-06,400.649
2016-03-07,410.01
2016-03-08,412.04
2016-03-09,411.93
2016-03-10,415.83
2016-03-11,420.349
2016-03-12,406.655
2016-03-13,408.32
2016-03-14,414.431
2016-03-15,415.14
2016-03-16,418.166
2016-03-17,419.812
2016-03-18,407.901
2016-03-19,409.53
2016-03-20,413.639
2016-03-21,412.318
2016-03-22,417.16
2016-03-23,416.0
2016-03-24,415.04
2016-03-25,415.341
2016-03-26,417.573
2016-03-27,425.007
2016-03-28,423.0
2016-03-29,416.7
2016-03-30,412.432
2016-03-31,416.1
2016-04-01,417.9
2016-04-02,421.0
2016-04-03,421.497
2016-04-04,420.99
2016-04-05,422.76
2016-04-06,423.55
2016-04-07,422.01
2016-04-08,418.551
2016-04-09,418.079
2016-04-10,420.8
2016-04-11,423.53
2016-04-12,426.71
2016-04-13,423.538
2016-04-14,424.519
2016-04-15,429.25
2016-04-16,428.649
2016-04-17,427.55
2016-04-18,427.42
2016-04-19,436.277
2016-04-20,440.965
2016-04-21,450.118
2016-04-22,447.559
2016-04-23,450.711
2016-04-24,459.5
2016-04-25,461.882
2016-04-26,467.49
2016-04-27,444.01
2016-04-28,450.42
2016-04-29,457.59
2016-04-30,448.906
2016-05-01,452.072
2016-05-02,444.535
2016-05-03,451.75
2016-05-04,447.841
2016-05-05,448.71
2016-05-06,462.341
2016-05-07,459.47
2016-05-08,459.1
2016-05-09,461.99
2016-05-10,452.13
2016-05-11,453.21
2016-05-12,455.95
2016-05-13,456.281
2016-05-14,454.581
2016-05-15,457.649
2016-05-16,453.769
2016-05-17,453.283
2016-05-18,452.35
2016-05-19,429.0
2016-05-20,435.255
2016-05-21,438.551
2016-05-22,437.45
2016-05-23,442.99
2016-05-24,444.516
2016-05-25,448.3
2016-05-26,452.409
2016-05-27,471.471
2016-05-28,522.0
2016-05-29,518.982
2016-05-30,529.0
2016-05-31,531.19
2016-06-01,535.565
2016-06-02,537.122
2016-06-03,569.0
2016-06-04,572.447
2016-06-05,574.074
2016-06-06,585.0
2016-06-07,578.2
2016-06-08,581.98
2016-06-09,575.014
2016-06-10,579.77
2016-06-11,609.421
2016-06-12,667.063
2016-06-13,703.369
2016-06-14,685.75
2016-06-15,696.0
2016-06-16,763.008
2016-06-17,749.67
2016-06-18,758.11
2016-06-19,765.49
2016-06-20,735.39
2016-06-21,667.725
2016-06-22,601.936
2016-06-23,627.375
2016-06-24,672.203
2016-06-25,673.893
2016-06-26,630.0
2016-06-27,663.499
2016-06-28,649.322
2016-06-29,643.119
2016-06-30,671.524
2016-07-01,674.0
2016-07-02,702.31
2016-07-03,655.84
2016-07-04,675.001
2016-07-05,669.21
2016-07-06,677.1
2016-07-07,640.4
2016-07-08,671.436
2016-07-09,652.0
2016-07-10,650.07
2016-07-11,650.78
2016-07-12,666.0
2016-07-13,655.11
2016-07-14,662.99
2016-07-15,665.15
2016-07-16,665.0
2016-07-17,681.86
2016-07-18,674.79
2016-07-19,673.092
2016-07-20,666.161
2016-07-21,665.88
2016-07-22,651.15
2016-07-23,657.718
2016-07-24,663.366
2016-07-25,651.736
2016-07-26,650.0
2016-07-27,656.979
2016-07-28,656.08
2016-07-29,656.86
2016-07-30,655.72
2016-07-31,622.57
2016-08-01,602.551
2016-08-02,540.0
2016-08-03,569.82
2016-08-04,582.683
2016-08-05,575.64
2016-08-06,591.758
2016-08-07,595.0
2016-08-08,591.831
2016-08-09,586.22
2016-08-10,591.0
2016-08-11,588.01
2016-08-12,588.32
2016-08-13,584.82
2016-08-14,570.56
2016-08-15,566.52
2016-08-16,579.61
2016-08-17,573.28
2016-08-18,575.56
2016-08-19,572.9
2016-08-20,582.15
2016-08-21,581.53
2016-08-22,584.99
2016-08-23,583.38
2016-08-24,582.109
2016-08-25,576.94
2016-08-26,579.36
2016-08-27,570.22
2016-08-28,576.043
2016-08-29,575.492
2016-08-30,578.96
2016-08-31,574.22
2016-09-01,572.0
2016-09-02,577.1
2016-09-03,601.0
2016-09-04,609.74
2016-09-05,609.874
2016-09-06,612.001
2016-09-07,617.335
2016-09-08,631.119
2016-09-09,626.1
2016-09-10,624.889
2016-09-11,608.256
2016-09-12,611.107
2016-09-13,615.289
2016-09-14,613.971
2016-09-15,609.962
2016-09-16,607.98
2016-09-17,606.8
2016-09-18,611.989
2016-09-19,609.2
2016-09-20,603.8
2016-09-21,599.65
2016-09-22,595.053
2016-09-23,604.168
2016-09-24,603.999
2016-09-25,599.998
2016-09-26,608.98
2016-09-27,606.505
2016-09-28,604.999
2016-09-29,607.369
2016-09-30,612.5
2016-10-01,614.385
2016-10-02,611.837
2016-10-03,613.598
2016-10-04,612.0
2016-10-05,614.956
2016-10-06,614.996
2016-10-07,618.529
2016-10-08,620.79
2016-10-09,616.51
2016-10-10,618.76
2016-10-11,643.355
2016-10-12,635.28
2016-10-13,634.243
2016-10-14,640.61
2016-10-15,640.749
2016-10-16,643.28
2016-10-17,640.976
2016-10-18,636.97
2016-10-19,631.5
2016-10-20,630.05
2016-10-21,634.43
2016-10-22,661.223
2016-10-23,657.683
2016-10-24,652.63
2016-10-25,655.889
2016-10-26,677.318
2016-10-27,686.788
2016-10-28,690.0
2016-10-29,713.99
2016-10-30,700.917
2016-10-31,698.919
2016-11-01,733.744
2016-11-02,747.07
2016-11-03,692.179
2016-11-04,706.036
2016-11-05,706.478
2016-11-06,715.497
2016-11-07,707.345
2016-11-08,712.5
2016-11-09,722.4
2016-11-10,714.0
2016-11-11,717.75
2016-11-12,704.0
2016-11-13,701.67
2016-11-14,706.994
2016-11-15,711.31
2016-11-16,741.603
2016-11-17,739.1
2016-11-18,752.232
2016-11-19,751.99
2016-11-20,729.677
2016-11-21,738.0
2016-11-22,749.76
2016-11-23,741.98
2016-11-24,738.44
2016-11-25,742.14
2016-11-26,733.17
2016-11-27,729.93
2016-11-28,734.17
2016-11-29,732.0
2016-11-30,742.396
2016-12-01,752.489
2016-12-02,773.499
2016-12-03,764.745
2016-12-04,769.0
2016-12-05,752.079
2016-12-06,758.383
2016-12-07,765.011
2016-12-08,768.288
2016-12-09,771.668
2016-12-10,775.0
2016-12-11,771.681
2016-12-12,778.074
2016-12-13,778.72
2016-12-14,777.559
2016-12-15,778.11
2016-12-16,785.41
2016-12-17,792.969
2016-12-18,794.211
2016-12-19,792.54
2016-12-20,801.249
2016-12-21,830.0
2016-12-22,860.0
2016-12-23,918.19
2016-12-24,895.47
2016-12-25,896.799
2016-12-26,901.501
2016-12-27,933.0
2016-12-28,978.001
2016-12-29,974.32
2016-12-30,960.769
2016-12-31,967.45
2017-01-01,996.121
2017-01-02,1017.791
2017-01-03,1038.25
2017-01-04,1133.219
2017-01-05,1005.99
2017-01-06,895.723
2017-01-07,908.0
2017-01-08,916.939
2017-01-09,905.01
2017-01-10,909.517
2017-01-11,789.884
2017-01-12,807.794
2017-01-13,832.9
2017-01-14,818.651
2017-01-15,827.139
2017-01-16,832.806
2017-01-17,906.393
2017-01-18,892.311
2017-01-19,900.11
2017-01-20,898.619
2017-01-21,925.298
2017-01-22,925.01
2017-01-23,917.968
2017-01-24,887.985
2017-01-25,896.89
2017-01-26,914.926
2017-01-27,922.299
2017-01-28,918.359
2017-01-29,915.702
2017-01-30,920.58
2017-01-31,969.739
2017-02-01,988.789
2017-02-02,1009.996
2017-02-03,1015.21
2017-02-04,1029.393
2017-02-05,1017.886
2017-02-06,1027.01
2017-02-07,1050.998
2017-02-08,1055.838
2017-02-09,988.38
2017-02-10,1002.726
2017-02-11,1011.004
2017-02-12,1001.017
2017-02-13,996.391
2017-02-14,1016.472
2017-02-15,1015.75
2017-02-16,1039.872
